2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.25
0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0.1666666666666667
0,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0.6666666666666666
0,0,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0.125
0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,0,0.1
0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,0.4
0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0.08333333333333333
0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0.3333333333333333
0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0.07142857142857142
0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0.2857142857142857
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0.0625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0.25
